nahuatl,spanish
.	in ic yahque motecpantiaque ompantique auh ompa in quin namiquito Acachinanco.,".	al ir, van en hileras, van en dos hileras y allá fueron a encontrarlos en Acachinanco."
"Yc niman quihtoque yn chichimeca totollimpaneca: ""Aamoca ça tiazque ca ompa yn titlamatihui"".","Respondieron los chichimecas totolimpanecas: ""Sólo con vosotros iremos allá adonde vamos""."
"Juan no oquichicajcanotz on gobernador Herodes pampa Herodes quipiaya Herodías quen isihuau, masqui Herodías isihuau catca Felipe.Felipe icniu catca Herodes.Juan no oquichicajcanotz Herodes pampa oquichijca miyec ocsequi tlajtlamach tlen xcuajli.","Pero el tetrarca Herodes, cuando fue reprendido por Juan respecto de Herodía, la mujer de su hermano, y de todas las maldades que Herodes había hecho"
On tlacamej yejhuan ipan inmahuan nemiya Jesús ica ohuetzcaquej niman oquihuijhuitequej.,Los hombres que tenían bajo custodia a Jesús se burlaban de él y le golpeaban
"Cualli mopaca macuilli xitomatl, zatepan cenca motetequi ica xonacatl, axox ihuan almendra; inin almendra achto mociyahua ihtic in achiton atl in ya pozontaz; moquixtilia in icacallo ihuan no motetequi; ipan temolcaxitl moteci in comino, pimienta, ahhuiyac clavo ihuan canela. Ipan caxitl motlalia nahui xumalli pitzochiyahuizotl, motzoyonia in xitomatl ica mochi in omotetec, motlalilia in nacatl ihuan tlein omotez temolcaxpan inic cualli tlehuaquiz; motlalilia iztatl. In cuitlaxcoinanacatl, in ye tlapactli, motlapoa ihuan motemitia ica pitzonacatl ihuan mochi in ye omihto, moquimiloa ica cuauhtlatzoaltotoltetl, motzoyonia ica cenca totonqui pitzochiyahuizotl. In xitomatl, in omocauh, moteci ica xonacacentlatectli ihuan ome axoxtoton; intla monequi, huel motlaliliz achiton chilli inic tepitzin cococ yez; ihcuac ye tetlamacoz motlalia ihtic in iztaayoton; macahmo molini inic ahmo xixiticaz.","Se pican finamente cinco jitomates muy bien lavados, la cebolla, los dientes de ajo y las almendras previamente remojadas en un poco de agua hirviendo y sin pellejo. En el molcajete, se muelen el comino, la pimienta, los clavos de olor y la canela. En una cazuela, con cuatro cucharadas de manteca, se guisa el jitomate junto con todo lo que se picó, se agrega la carne y lo que se molió en el molcajete a que se sazone muy bien con sal al gusto. Los hongos, ya lavaditos, se abren, se rellenan con la carne de puerco y todo lo anterior, se capean y se fríen en manteca muy caliente. Los jitomates que quedaron se muelen con un trozo de cebolla y dos ajos, y si se desea se les puede poner un poco de chile para que piquen. Para servirse, se agregan los hongos al caldillo, cuidando de no moverlos para que no se deshagan."
Auh oncan momiquillique yn Xicco yn tlacatl Huitznecahual Tecuachcauhtli yn inehuan ycihuauh yn itoca Acxomocuil; auh amo momati quex- || 48v -quich cahuitique quezquipohualxiuhtihque ynic oncan catca Xicco yn Huitznecahual yn inehuan ycihuauh Acxomocuil cihuapilli.,En Xicco murieron el señor Huitznecáhual Tecuachcauhtli y su mujer Acxomócuil; pero no se sabe cuántos años estuvieron en Xicco Huitznecáhual y su mujer la señora Acxomócuil.
"Yejhua ica xchihuacan canica para nentetlajsojtlasquej, niman no xnequican on tetlayocoliltin yejhuan on Espíritu Santo quitemaca.Niman más cuajli xnequican on tetlayocolijli yejhuan mechhueliltis nenquiteijlisquej on tiotlajtojli yejhuan Dios quitemaca.","Seguid el amor; y anhelad los dones espirituales, pero sobre todo, que profeticéis"
"Auh yn omoteneuh tlayahualloliztli ynic mochiuh, çan nican ytlanahuatiltica yn provisor, ypampa yquac manca cocoliztli tozcamiahualiztli, mochi tlacatl yuh mochiuh.","La dicha procesión se hizo con licencia local del provisor, y concurrió mucha gente porque entonces arreciaba la enfermedad de la garganta."
"Festo ohuajlaj para calaquis quen gobernador ne Judia.Niman ijcuac ye quipiaya yeyi tonajli, oquis ne Cesarea niman ojtlejcoc para Jerusalén.","Tres días después de haber asumido el mando de la provincia, Festo subió de Cesarea a Jerusalén"
ca.,está.
"Niman oniquitac sempoajli huan nahui tronos yejhuan quiyehualojticatcaj on yejhuan achtoj trono oniquitac.Niman ipan on sempoajli huan nahui tronos, yehuaticatcaj sempoajli huan nahui tlajtlajmatquej.Yejhuamej tlaquemejquej catcaj ican tlaquentli istac niman ipan intzontecon quipiayaj coronas yejhuan tlachijchiutin ican oro.","También alrededor del trono había veinticuatro tronos, y sobre los tronos vi a veinticuatro ancianos sentados, vestidos de vestiduras blancas, con coronas de oro sobre sus cabezas"
".	Auh in ihcuac on tetlalhuito in on tennonotzato, niman yeh iciuhca amaxotla quichiua in inextlaual in itech poui in tletl iuan in iyacateoctli, niman ye ic moxtlaua in youalnepantla.",".	Y cuando ya ha ido a hacer la invitación, a convocar a la gente, luego hace su ofrenda, florones de papel, que corresponden al fuego y a Yyacatecuhtli: luego hace su ofrenda al mediar la noche."
"'Aman nejhua niau para mohuan ninemis.Xoc ninocahuas ipan in tlalticpactli, pero yejhuamej nocahuasquej ipan in tlalticpactli.NoyecTajtzin, xquinmanahui ican mopoder yejhuan otinechinmacac para san secan ma nemican ijcon quen tejhua nohuan tinemi.","Ya no estoy más en el mundo; pero ellos están en el mundo, y yo voy a ti.Padre santo, guárdalos en tu nombre que me has dado, para que sean una cosa, así como nosotros lo somos"
In kuouit.,Es árbol (kuouit).
Tehua,tú
"Itequiu Cristo quen tiopixqui más cuajli xquen intequiu on ocsequimej tiopixquej, sa no ijqui quen on pacto yejhuan Cristo oquitzimpehualtij san topampa itech Dios más cuajli xquen on achtoj pacto, niman quisticaj ipan on más cuajcualtin promesas.","Pero ahora Jesús ha alcanzado un ministerio sacerdotal tanto más excelente por cuanto él es mediador de un pacto superior, que ha sido establecido sobre promesas superiores"
"Cihuame ihuan ichpocatoton Momochco oquintocaque mimiquez zancualcantica. Cihuame otlaltatacaque can quintocazque inamic huan nozo ipilhuan. Ican tlacayo oquinmomimictilique ipan ce tecochtli oquintenque chicueyi nozo matlactli mimiquez ihuan oquintlalpachoaya. Icihcan, cuache pehuazque mocuecuepotzazque occepa tlacatecolotlaca.","para enterrar a sus maridos, padres e hijos. Pero como eran tantos los hombres que habían matado, echaron a ocho o diez muertos en cada fosa y los taparon con tierra. Pronto, antes que comenzaran a balacearse otra vez los tecolotes humanos."
"Auh in itzonnepilhuaz tlatlapalicpatl chichiltic, coztic, texotli, tliltic. Iztac ihuitl in ic tlamalinticatca.","Y sus ataderos del cabello eran cordones de hilos de muchos colores: rojo vivo, amarillo, azul, negro. Con estos cordones están entretejidas plumas blancas."
"Auh yhuan ye iuh nepa centzonxihuitl ypan chiuhcnauhpohualxihuitl ypan yexihuitl yn oncan tlahtocayotl Culhuacan ynic oncan callaquico mexica, yc en blanco tlahtohuani oncan yn Coxcoxtli.","Hacía 583 años que había tlatocáyotl en Colhuacan cuando los mexicas llegaron a asentarse allí, en tiempos del decimoctavo tlatohuani Coxcoxtli."
"Auh no yquac yn ipan in xiuitl quiz yn itocatzin Temaçatl yn Quauhnahuac, auh ompa ynmac huetzito yn xochmilca, onpa quitetecque.","También en este año salió de Cuauhnáhuac el llamado Temázatl, que fue a caer en manos de los xochimilcas, quienes lo descuartizaron."
"Auh ynic necetochhuilloc, yn icontlamantli mitohua motenehua netotonacahuilloc, yehica ypampa ca occenca yehuantin yn totonaque yn quincohuaco tlaoltica yn mexica; yhuan ompa yn Cuextlan yn tlaolmamato mexica, auh yhuan oncan patihuac, oncan quiyauh.","Además de ""se unoaconejaron"", también se dice ""se atotonacaron"", porque principalmente los totonacos compraron mexicas a cambio de maíz; y los mexicas tuvieron que ir a Cuextlan a traer maíz, pues allá lo vendían porque les había llovido."
"Yejhua ica, tej, yejhuamej oquijlijquej Jesús ica xquimatij aquinon ocuajtitlan Juan para ma tlacuatequi.","Respondieron, pues, que no sabían de dónde era"
In isuat.,Es hoja larga y ancha (isuat).
"otechmaquixtij.Pero otechmaquixtij xpampa tejhuamej oticchijquej on tlen cuajli, yej pampa yejhua otechicnelij.Otechmaquixtij ican iEspíritu Santo yejhuan otechpajpac para ticpiasquej yencuic nemilistli, niman yejhua otechyencuilij.","él nos salvó, no por las obras de justicia que nosotros hubiésemos hecho, sino según su misericordia; por medio del lavamiento de la regeneración y de la renovación del Espíritu Santo"
"Auh in españoles, nohuian nemi in tlatemoa in calpolco, nohuian ontlaxiltihui in tlatemoa, in azaca ompa minaya, nohuia nenque, quizcualotinenque in izquican calpolco in tlatemoque.","Y	los españoles andaban por doquiera en busca de las casas de la comunidad: por doquiera lanzaban estocadas, buscaban cosas: por si alguno estaba oculto allí; por doquiera anduvieron, todo lo escudriñaron. En las casas comunales por todas partes rebuscaron."
"Kemej mochiua kajfentaj, ijuak kajfenmeuaj kiolochteximaj iuan xiuit.","Como se da en el cafetal, cuando deshierban el café, lo tumban junto con la hierba."
"Auh umpa España yhuan ypantzinco quiztiquiçaz yn tohueytlahtocatzin rey don Felipe Tercero quimottiliz yhuan tlamatcayeliztli paz quimomaquiliz, ypampa yn intlahtocauh tlahtocati emperadorti Japón ynic quinextia ycniuhyotl tlamatcayeliztli, cemihcac quihuallalia yn ihuicpatzinco omoteneuhtzino rey moyetztica España ynic ayc moyaochihuazque çan mochipa motlaçotlazque, ynic huel nican Mexico puchtecatiquihui tlanamacaquihui Jabún tlaca.","También en España sólo estará de paso para saludar al rey nuestro señor don Felipe III y ofrecerle la paz, pues el emperador que gobierna en Japón le está demostrando amistad y paz, y constantemente le está proponiendo al dicho rey que reside en España que no se hagan la guerra sino que siempre se estimen, a fin de que los japoneses puedan venir a México a vender y comerciar."
Ye yxquichcauh opoliuh ynic oncan motlallico Culhuacan mexica.,Ese tiempo había pasado desde que pereció la ciudad de Tollan hasta que los mexicas se asentaron en Colhuacan.
Nican ypan in y ye tlatocayotia y ye tlallicuillohua y ye tlatzonilpia.,"En este año los chichimecas pusieron nombre a los sitios, trazaron sus tierras y tomaron posesión de ellas."
"itechcopa ipoder on tlamajhuisoltin niman on milagros, niman itechcopa ipoder on Espíritu Santo.Ijcon, tej, nohuiyan desde Jerusalén hasta ne iregión Ilírico cuajli yonictemitij ica on cuajli tlajtojli yejhuan quitemaca temaquixtilistli itechcopa Cristo.","con poder de señales y prodigios, con el poder del Espíritu de Dios; de modo que desde Jerusalén hasta los alrededores del Ilírico lo he llenado todo con el evangelio de Cristo"
II.- Testigo. Miguel Garcia ychan Sanc Sebastian Zacatla in ixiuhtlapohual yehepohualxihuitl yhuan castolli omeyxihuitl oquichiuh juramento ynic otlatlacoltiloc inic amo yztlacatiz ypaltzinco dios yhuan Sancta Maria yhuan Santa Cruz,II Testigo. Miguel Garcia vezino de Sant Sebastian Zacatla de hedad de setenta y ocho años el qual despues de aver jurado (en forma de derecho) por dios e por Santa Maria y una señal de cruz.
"II Tecpatl xihuitl, 1208.","2 Técpatl, 1208."
"Ma cuacualaca in ome litro atl; moatilia in textli ica ome tecontontli atzintli; mochihua in atolli, motlalilia in xoxouhqui calhuahza in ye cualli tlachipauhtli; cenca motetequi in yepazohtli, in chilli moteci ica iztatl; mochinin motlalilia in atolli.","Se hierven los dos litros de agua, mientras que con dos tazas de agua se bate la masa, y se agrega a la que ya estará hirviendo. Se pica finamente el epazote, se muelen los chiles con sal, y se lavan muy bien los chícharos, y todo esto se agrega al atole."
Pero quemaj tictequitiltiaj tlamatquilistli ijcuac titlajtlajtohuaj inhuan on yejhuan más yonoscaltijquej ipan intlaneltoc.Pero on tlamatquilistli xipan in tlalticpactli quisticaj nion xinyaxca on tequihuajquej ipan in tlalticpactli yejhuan popolihuisquej.,"Sin embargo, hablamos sabiduría entre los que han alcanzado madurez; pero una sabiduría, no de esta edad presente, ni de los príncipes de esta edad, que perecen"
"Auh ye ytlamian ynin omoteneuh metztli novienbre de 1607 años, yn iquac ompa Amaquemecan yn español Ylescas oquicauh yn aohuitataquiliztli yn quichihuaya quiquetzaya ynic nepa quitlaçazquia ynic nepa quitztiltitiazquia Chimalhuacampa atl; ome metztli ypan tlaco ynic necohuitiaya.","Hacia el final del mes de noviembre de 1607, el español Illescas suspendió en Amaquemecan la excavación del canal que estaba haciendo para llevar y conducir el agua a Chimalhuacán; se trabajaba desde hacía dos meses y medio."
"Pero ijcuac on tlacatl ijcon ocac, sanoyej onajman pampa sanoyej ricoj catca.","Entonces él, al oír estas cosas, se entristeció mucho, porque era muy rico"
"Kemej in julio onkak ya itakka, in semi ajuiak.","En julio ya tiene fruto, éste es muy oloroso."
"Yejhua ica, tej, miyequej yejhuan saniman calaquij campa Dios tlamandarohua xhuejhueyixtiasquej, niman miyequej yejhuan más saquin calaquij campa Dios tlamandarohua huejhueyixtiasquej.Dios miyequej oquinnotz, pero xmiyequej oquintlapejpenij.","Así, los últimos serán primeros, y los primeros últimos"
Inin octli ocachi ye ohue*  huehtic queh neca.,Este vino es más viejo que aquel
Ijquin oquijlij: ―¡Hueyi tlacajcayajquetl niman xompayejyehua!Tejhua tiiconeu on diablo niman tiquixnamiqui nochi on tlen cuajli.¿Xqueman ticajcahuas ica titepopolojtinemis ipan on imelajcaojhuitzin toTeco?,"y dijo: --¡Oh tú, lleno de todo engaño y de toda malicia, hijo del diablo, enemigo de toda justicia!¿No cesarás de pervertir los caminos rectos del Señor"
"Iztatl, ixquich in monequiz",Sal al gusto
Auh yeuan tlanelttilique yn ixpantzinco yn tlatouani Zorida ynic naxca auh yeyntin catca y notesticouan auh once mic yn axca auh yn ocaten za ommentin yn imixpa mochiuh,"Y se ynformo dellos como avia mucho tiempo que las poseya (e bisto que era de los susodichos mandaron a la dicha Maria que no hablase mas en ello). [Eran tres mis testigos, uno ha muerto y ahora sólo quedan dos; ante ellos se hizo]."
"Miyequej tlacamej ocajhuaquej niman oquijlijquej para ma ca sa ma nahuati.Pero yejhua más chicahuac tzajtziya: ―Huejca teixhuiu ne itech David, xnechicneli.","Muchos le regañaban para que se callara, pero él gritaba aun más fuerte: --¡Hijo de David, ten misericordia de mí"
"Jesús quixtilijticatca se tlacatl on xcuajli espíritu yejhuan oquinontilijca, niman ijcuac on xcuajli espíritu oquis, on nontzin otlajtoj.Niman yejhua ica on tlacamej otlamojcaitaquej.","Jesús estaba echando fuera un demonio que era mudo.Y aconteció que, cuando salió el demonio, el mudo habló.Las muchedumbres se asombraron"
"Nocnihuan, ¿sequimej mechijliaj ica nejhua nicteijlijtinemi ica on tlacamej ica oncaj quipiasquej circuncisión para quiselisquej on temaquixtilistli?Tla oc ijcon nicteijlisquia, on hebreos xnechtlajyohuiltisquiaj, niman on temachtilistli itech ica icojnepanol Cristo xquitlahuelmatisquiaj.Pero yejhuamej oc nechtlajyohuiltiaj.","Pero con respecto a mí, hermanos, si todavía predico la circuncisión, ¿por qué aún soy perseguido?En tal caso, se habría quitado el tropiezo de la cruz"
Oc tocahycan. Xiconilhui in cihuatequipano man quitlalli in ahcopechtli ihuan ye ximaquiti motlaquen. Nehua oc niah itla nicyectlaliz inica moztlatica tlacualchihcan monequiz. Niman noihqui notlaquentitin.,Todavía tenemos tiempo. Dile a la criada que prepare la mesa y comienza a ponerte tu vestido. Yo voy a hacer todavía unos preparatios para el día de mañana en la cocina. Despues voy a vestirme también.
"One, nen notlacatl, o nen nonquizaco  teotl ichan in tlalticpac, ¡ninotolinia! In ma on nel nonquiz, in ma on nel nontlacat. Ah niquitohua yece... ¿tlen naiz?, ¡anonohuaco tepilhuan!, ¿at teixo ninemi?, ¿quen huel?, ¡xon mimati!","En vano he nacido, en vano he venido a salir de la casa del dios a la tierra, ¡yo soy menesteroso! Ojalá en verdad no hubiera salido, que de verdad no hubiera venido a la tierra. No lo digo, pero... ¿qué es lo que haré?, ¡oh príncipes que aquí habéis venido!, ¿vivo frente al rostro de la gente?, ¿qué podrá ser?, ¡reflexiona!"
"In huel icuac in ipan xiuhitl mil y quinientos y treinta y uno, quin iuh iquezquilhuiyoc in metztli Diziembre, mochiuh oncatca ze mazeuhaltzintli icnotlapaltzintli, itoca catca Juan Diego, iuh mihtoa ompa chaneh catca in Cuauhtitlan, auh in ica teoyotl oc mochompa pouhiya in Tlatëlolco. Auh sabado catca huel oc yohuatzinco, quihualtepotztoccaya in teoyotl ihuan in inetihtitlaniz.","Entonces, en el año de mil quinientos treinta y uno, apenas a unos cuantos días del mes de diciembre, sucedió que había un individuo de baja categoría, muy pobre, cuyo nombre era Juan Diego, según se dice, originario de Cuautitlán, y en lo tocante a lo espiritual aun todo allá pertenecía a Tlatelolco. Y era sábado muy de madrugada, y venía en pos de lo espiritual y de sus mandatos."
"'Quemaj ohuajlaj se mayantli yejhuan sanoyej oquintlajyohuiltij on chanejquej nochihuiyan ne Egipto niman Canaán.Ijcon, tej, on totajhuan xquinextiayaj tlen quicuasquej.","Entonces vino hambre y gran tribulación en toda la tierra de Egipto y en Canaán, y nuestros padres no hallaban alimentos"
